,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
217,,,4.0,2.0,,,,,,,1.0,,4.0,2.0,,,,,4.0,,,,1.0,5.0,,,1.0,2.0,3.0,2.0,4.0,,,,2.0,3.0,,2.0,3.0,,,5.0,,,,,1.0,3.0,1.0,4.0,5.0,1.0,,3.0,,,3.0,1.0,,2.0,1.0,4.0,,5.0,3.0,3.0,4.0,,,,5.0,,,,,,4.0,2.0,,,,,2.0,,,5.0,3.0,,,2.0,,,3.0,,,3.0,,,,
218,,1.0,,,,,4.0,,,4.0,,2.0,1.0,4.0,1.0,,,1.0,,,3.0,,,,5.0,2.0,1.0,2.0,,,1.0,5.0,5.0,,3.0,4.0,,,5.0,,,2.0,,,3.0,1.0,,,,4.0,,,5.0,3.0,,,,,4.0,1.0,2.0,,,,,3.0,,4.0,3.0,,,2.0,,,,1.0,,5.0,,,3.0,,,,,,,1.0,,1.0,,,,,,,3.0,4.0,,
219,1.0,,3.0,,,5.0,2.0,,3.0,2.0,,4.0,4.0,5.0,,,,3.0,,2.0,,,5.0,,2.0,1.0,2.0,,3.0,,3.0,,,2.0,,,1.0,1.0,3.0,,4.0,2.0,,,,,2.0,1.0,4.0,,3.0,,5.0,,,,4.0,,5.0,2.0,,,,,,,,1.0,5.0,1.0,1.0,2.0,,,,,,4.0,3.0,1.0,5.0,5.0,1.0,,,4.0,,,,,3.0,4.0,5.0,2.0,4.0,4.0,5.0,,4.0,3.0
220,5.0,,5.0,,5.0,1.0,3.0,4.0,,2.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,5.0,3.0,,1.0,,5.0,3.0,,,4.0,2.0,5.0,,,2.0,,,,,3.0,5.0,,,4.0,,3.0,,3.0,4.0,1.0,,,2.0,2.0,1.0,,,5.0,,,,,,4.0,,4.0,,1.0,,,,3.0,,3.0,1.0,1.0,3.0,,,2.0,5.0,4.0,,3.0,5.0,2.0,,1.0,3.0,,1.0,,,,,3.0,,,1.0,1.0
221,,,3.0,2.0,5.0,,1.0,,,4.0,3.0,,,,4.0,1.0,4.0,1.0,,,3.0,4.0,5.0,3.0,,,,,1.0,,,,,4.0,,1.0,,,2.0,4.0,4.0,,1.0,,5.0,,,,4.0,1.0,,,4.0,,,2.0,,,,4.0,,,,,,,,1.0,,3.0,,,4.0,,,,,,,4.0,,,5.0,,,4.0,3.0,,,,3.0,,2.0,,3.0,,1.0,4.0,2.0,2.0
222,,,5.0,2.0,,4.0,1.0,4.0,,3.0,,2.0,,5.0,,2.0,1.0,,,,,3.0,,5.0,,2.0,2.0,2.0,,1.0,,,,1.0,2.0,4.0,,1.0,,,,2.0,4.0,2.0,4.0,5.0,5.0,,3.0,,,,1.0,1.0,,,5.0,,3.0,3.0,2.0,,,,,5.0,2.0,,,,,,,4.0,,,4.0,,,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,,,1.0,3.0,,2.0,,,3.0,,3.0,
223,1.0,2.0,2.0,,4.0,3.0,,,2.0,4.0,5.0,5.0,1.0,1.0,2.0,4.0,,,,,,,3.0,5.0,2.0,2.0,,,,2.0,2.0,4.0,4.0,,3.0,,,1.0,,,,4.0,1.0,,4.0,,4.0,,1.0,3.0,,,3.0,1.0,,5.0,1.0,,2.0,,,4.0,,,,3.0,,1.0,,4.0,1.0,,2.0,3.0,,1.0,,,,3.0,,,,,1.0,,,,,,,,5.0,5.0,4.0,5.0,1.0,,2.0,
224,3.0,4.0,2.0,1.0,,4.0,,,2.0,1.0,1.0,4.0,,,,4.0,,,1.0,,,,,5.0,,1.0,1.0,3.0,,5.0,2.0,3.0,5.0,5.0,,,1.0,3.0,,1.0,,,,,1.0,1.0,,2.0,,,,,5.0,1.0,2.0,,1.0,5.0,2.0,1.0,,,4.0,3.0,,,,4.0,4.0,,,,1.0,,,,,,,,5.0,3.0,2.0,5.0,1.0,5.0,,1.0,,,2.0,1.0,,,3.0,1.0,,,4.0,2.0
225,,,,2.0,,,,3.0,,,,1.0,2.0,1.0,1.0,4.0,2.0,,,,,2.0,2.0,3.0,,,,,4.0,3.0,5.0,,,2.0,,,5.0,4.0,,,5.0,,,,1.0,,,,,,,4.0,,,3.0,,2.0,,2.0,2.0,5.0,,3.0,,,1.0,1.0,5.0,,,5.0,1.0,5.0,,,,1.0,4.0,1.0,,,,2.0,1.0,2.0,,2.0,3.0,5.0,2.0,,1.0,5.0,2.0,4.0,,1.0,3.0,5.0,1.0
226,,1.0,2.0,1.0,,5.0,1.0,,,5.0,,,,,3.0,1.0,5.0,3.0,,,,,2.0,5.0,,,4.0,5.0,,,,4.0,3.0,,,,,5.0,4.0,5.0,5.0,3.0,,,5.0,,2.0,5.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,,4.0,4.0,1.0,2.0,,5.0,,,,,2.0,,,5.0,,5.0,,3.0,,4.0,5.0,,5.0,3.0,1.0,4.0,2.0,4.0,2.0,5.0,,3.0,1.0,,,2.0,,,4.0,,
227,,,3.0,,3.0,5.0,,,3.0,1.0,,,,,,,,,1.0,,2.0,4.0,2.0,1.0,3.0,,1.0,4.0,,,2.0,,5.0,,5.0,,5.0,1.0,3.0,2.0,,3.0,,,5.0,2.0,4.0,3.0,4.0,2.0,,5.0,2.0,,5.0,5.0,,,2.0,,5.0,5.0,3.0,5.0,3.0,,,,5.0,,2.0,3.0,3.0,1.0,3.0,,1.0,3.0,,5.0,,,,,4.0,,,5.0,1.0,4.0,,4.0,5.0,,,,,,,
228,,,,,5.0,4.0,4.0,4.0,4.0,,,,4.0,3.0,,,,3.0,4.0,5.0,,,3.0,4.0,,,4.0,,3.0,3.0,,5.0,,,5.0,2.0,,,,,,1.0,,3.0,,,1.0,2.0,1.0,5.0,,,,,,,5.0,1.0,,,,,4.0,4.0,2.0,,3.0,4.0,,,,,,2.0,,,3.0,3.0,,1.0,5.0,,,3.0,3.0,3.0,4.0,,4.0,4.0,4.0,5.0,,5.0,,,,3.0,,
229,1.0,,,5.0,,4.0,4.0,,,,1.0,4.0,1.0,2.0,,4.0,,,,3.0,1.0,2.0,,2.0,,2.0,,,5.0,,,,,,,,1.0,5.0,,3.0,4.0,5.0,,,2.0,4.0,5.0,,,5.0,,1.0,,,,,4.0,1.0,4.0,,4.0,,3.0,,4.0,5.0,2.0,,,,,,1.0,1.0,3.0,,4.0,5.0,5.0,1.0,,,,,,,5.0,2.0,2.0,,,2.0,,1.0,,,,,,2.0
230,,,1.0,,5.0,4.0,4.0,2.0,1.0,2.0,,4.0,,1.0,4.0,5.0,4.0,3.0,1.0,5.0,5.0,1.0,3.0,,2.0,,,,5.0,,1.0,1.0,,3.0,,3.0,3.0,2.0,,5.0,4.0,,2.0,4.0,,3.0,,,1.0,,,,3.0,3.0,,2.0,,,1.0,3.0,2.0,1.0,,3.0,,1.0,4.0,1.0,,4.0,,,5.0,,,,,5.0,,,2.0,3.0,,,2.0,,,,4.0,,,5.0,4.0,,4.0,,,,,
231,2.0,4.0,4.0,,3.0,3.0,4.0,3.0,,,,,5.0,,1.0,2.0,,,4.0,3.0,4.0,,,,,,3.0,2.0,3.0,,,,1.0,,1.0,4.0,,,,,,4.0,,,4.0,3.0,,,2.0,5.0,5.0,5.0,,2.0,,,,,2.0,,,,3.0,1.0,3.0,5.0,,,2.0,1.0,,2.0,4.0,4.0,5.0,,3.0,,,2.0,,,1.0,,,2.0,4.0,,3.0,,,,5.0,,,,,3.0,3.0,
232,1.0,3.0,2.0,4.0,,,,,,,5.0,,5.0,,,4.0,2.0,,,2.0,3.0,,5.0,5.0,,,,2.0,,5.0,5.0,,,,,,3.0,4.0,4.0,5.0,5.0,2.0,,3.0,3.0,5.0,4.0,4.0,,5.0,,,3.0,,,3.0,4.0,,1.0,1.0,,4.0,,,1.0,,1.0,2.0,,,,2.0,3.0,,1.0,,,3.0,1.0,,,1.0,,1.0,3.0,5.0,3.0,2.0,,5.0,4.0,1.0,2.0,,2.0,,3.0,1.0,,4.0
233,,4.0,1.0,5.0,,2.0,5.0,2.0,,5.0,,4.0,2.0,,5.0,3.0,2.0,5.0,5.0,5.0,1.0,3.0,,,2.0,2.0,,3.0,,,4.0,,,4.0,3.0,,4.0,,,2.0,,,,,3.0,4.0,5.0,,3.0,1.0,3.0,,2.0,,,,,,,4.0,4.0,3.0,5.0,1.0,2.0,,1.0,,,,1.0,3.0,5.0,,1.0,5.0,,,,2.0,,,4.0,,,,,,4.0,1.0,,5.0,1.0,,2.0,,,3.0,,4.0
234,4.0,,2.0,,4.0,,,,3.0,2.0,,5.0,,3.0,,,5.0,2.0,3.0,,,,,,2.0,,1.0,,,,1.0,3.0,5.0,4.0,1.0,,4.0,,2.0,1.0,,,,4.0,3.0,,,1.0,5.0,,,3.0,,3.0,,,3.0,,,1.0,5.0,1.0,,,,2.0,,2.0,3.0,4.0,2.0,,4.0,2.0,1.0,,3.0,4.0,,1.0,2.0,,,,,,,4.0,,,1.0,,5.0,3.0,,1.0,,5.0,1.0,3.0
235,,1.0,3.0,2.0,1.0,,2.0,5.0,,,,1.0,5.0,,3.0,4.0,,2.0,,,4.0,4.0,3.0,,1.0,1.0,4.0,,,,,,,5.0,,,,4.0,5.0,5.0,4.0,,1.0,,,1.0,,1.0,,2.0,5.0,4.0,5.0,4.0,5.0,,,,,,2.0,1.0,3.0,,2.0,,3.0,,2.0,,,,,,4.0,,5.0,,1.0,,,2.0,5.0,,,,,,3.0,,,,,,2.0,,,2.0,2.0,
236,,1.0,4.0,,1.0,4.0,5.0,5.0,,2.0,5.0,4.0,,5.0,,4.0,,5.0,3.0,4.0,5.0,,5.0,2.0,,1.0,,2.0,,,,4.0,3.0,,,1.0,,1.0,1.0,,3.0,,3.0,1.0,,,,,,4.0,4.0,3.0,,2.0,3.0,,,,,3.0,,2.0,4.0,,,1.0,2.0,5.0,,2.0,5.0,2.0,,,,,,,3.0,,5.0,3.0,3.0,5.0,,4.0,5.0,5.0,4.0,,1.0,,,2.0,3.0,3.0,,,3.0,
237,1.0,,2.0,,,,4.0,1.0,5.0,4.0,,,,2.0,3.0,4.0,1.0,,,1.0,,5.0,,4.0,2.0,,1.0,,,,4.0,,,,,,,,,3.0,,,3.0,,,3.0,,2.0,,2.0,,5.0,,,5.0,2.0,1.0,5.0,,,5.0,1.0,1.0,,5.0,,3.0,5.0,,4.0,,,,,,,,,3.0,5.0,2.0,4.0,5.0,,,5.0,,1.0,5.0,2.0,3.0,,,,,,3.0,5.0,,2.0
238,,1.0,,3.0,5.0,4.0,2.0,,2.0,3.0,,2.0,,5.0,,,2.0,,,,1.0,5.0,,5.0,,,,,4.0,,5.0,,5.0,,2.0,2.0,,4.0,,,5.0,,,,,,,,,1.0,3.0,,,4.0,5.0,,3.0,4.0,,4.0,5.0,2.0,,,,4.0,,5.0,3.0,,,,,2.0,4.0,2.0,,,,3.0,3.0,1.0,,,3.0,2.0,5.0,,4.0,,,1.0,,,4.0,4.0,5.0,,,1.0
239,4.0,,2.0,,,3.0,,1.0,,2.0,4.0,,,3.0,3.0,4.0,,,5.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,5.0,,,,,3.0,,,4.0,2.0,,,5.0,2.0,,,3.0,,,,4.0,,1.0,,,,,,5.0,3.0,,4.0,,,,,,,,5.0,,,1.0,4.0,4.0,4.0,5.0,3.0,1.0,,2.0,,,,5.0,,1.0,,,3.0,2.0,5.0,,,,5.0,2.0,,,3.0
240,1.0,,,,,2.0,,1.0,,,,5.0,5.0,,,5.0,,,1.0,5.0,,,,,1.0,,,,,,,2.0,,2.0,1.0,,4.0,,2.0,,4.0,,1.0,,2.0,5.0,,3.0,,,,,,,,,3.0,4.0,4.0,1.0,4.0,4.0,,,4.0,5.0,,1.0,,4.0,,1.0,1.0,4.0,,,,1.0,,,,5.0,1.0,,,,4.0,1.0,,4.0,,,,,,,,5.0,4.0,5.0
241,4.0,,4.0,5.0,3.0,,,,,,,1.0,5.0,,,3.0,4.0,4.0,1.0,5.0,,2.0,1.0,1.0,,,,2.0,1.0,2.0,,5.0,,,,,,1.0,4.0,,,3.0,,3.0,1.0,5.0,3.0,1.0,5.0,2.0,3.0,,,,,2.0,,1.0,1.0,3.0,,,1.0,,,2.0,,,,1.0,2.0,,,,,3.0,4.0,,3.0,,,1.0,,,,,,3.0,5.0,,,,5.0,1.0,,,,5.0,,
242,,,,,,,2.0,1.0,,,,,4.0,,5.0,,,,5.0,5.0,,,,,,1.0,,1.0,2.0,2.0,2.0,,,1.0,1.0,,2.0,,,,3.0,,2.0,2.0,5.0,,3.0,1.0,2.0,1.0,3.0,5.0,,1.0,5.0,,,3.0,5.0,3.0,2.0,5.0,,,,,2.0,2.0,,,,5.0,,1.0,,,5.0,5.0,,2.0,4.0,5.0,3.0,4.0,,2.0,1.0,3.0,2.0,4.0,5.0,2.0,,3.0,,3.0,2.0,3.0,2.0,3.0
243,5.0,5.0,,,,4.0,,5.0,,,,4.0,1.0,5.0,1.0,1.0,,,,,4.0,,3.0,1.0,,5.0,2.0,,3.0,2.0,,,,1.0,2.0,,2.0,,,2.0,3.0,,2.0,3.0,5.0,2.0,,2.0,4.0,5.0,1.0,1.0,1.0,,4.0,5.0,,2.0,,,,1.0,,,2.0,3.0,,4.0,4.0,,,5.0,1.0,,,,1.0,3.0,,,4.0,5.0,,,,,,,1.0,,1.0,,2.0,2.0,,5.0,,4.0,,
244,2.0,3.0,2.0,,3.0,,,5.0,,,4.0,5.0,1.0,1.0,1.0,,4.0,,,2.0,,,,3.0,,,,,,1.0,,,,4.0,,3.0,,,2.0,1.0,5.0,1.0,,2.0,4.0,5.0,,,,,,3.0,,3.0,,,1.0,,,,3.0,3.0,,1.0,3.0,,,5.0,2.0,3.0,,,2.0,4.0,,,5.0,1.0,5.0,,,2.0,,5.0,3.0,2.0,,3.0,,1.0,1.0,,,5.0,5.0,,2.0,4.0,,
245,2.0,1.0,,,,,4.0,,,,,,3.0,,2.0,3.0,,3.0,,5.0,,,5.0,4.0,,5.0,5.0,,3.0,,,1.0,,5.0,,4.0,2.0,,4.0,3.0,4.0,4.0,2.0,,,,,,3.0,,5.0,,5.0,5.0,5.0,4.0,,3.0,4.0,5.0,2.0,3.0,,4.0,2.0,,3.0,1.0,,5.0,,2.0,1.0,2.0,5.0,4.0,,,,2.0,,5.0,1.0,3.0,4.0,,5.0,,1.0,3.0,,1.0,,,3.0,,2.0,4.0,,4.0
246,5.0,,4.0,,4.0,,,5.0,4.0,5.0,5.0,,,2.0,5.0,,,2.0,,1.0,1.0,,1.0,2.0,,2.0,,1.0,,2.0,,,1.0,,3.0,2.0,5.0,1.0,2.0,5.0,2.0,,,,,,,2.0,4.0,3.0,,3.0,1.0,2.0,2.0,4.0,2.0,5.0,,2.0,,3.0,,,4.0,,,3.0,,2.0,,,4.0,,4.0,,,3.0,,,3.0,,,,,2.0,4.0,,,3.0,,,,,5.0,3.0,5.0,4.0,1.0,
247,5.0,,5.0,,,3.0,,,,,,2.0,,,,5.0,3.0,,3.0,5.0,,4.0,1.0,,,,5.0,,,5.0,,2.0,,,1.0,,,,3.0,,2.0,,1.0,2.0,3.0,,,,,4.0,,1.0,,,4.0,1.0,3.0,,,,4.0,2.0,2.0,3.0,,2.0,,,1.0,,2.0,5.0,4.0,5.0,4.0,,,1.0,5.0,,5.0,2.0,,,,2.0,3.0,4.0,3.0,,,,5.0,5.0,2.0,4.0,,,3.0,3.0
248,4.0,2.0,,5.0,,5.0,,4.0,,3.0,5.0,5.0,5.0,2.0,3.0,,,,4.0,,2.0,,,,,4.0,,,3.0,,4.0,,1.0,4.0,1.0,,,,2.0,2.0,,,3.0,4.0,,4.0,,,3.0,,,4.0,,5.0,,,2.0,,1.0,4.0,,,,,4.0,,1.0,,3.0,3.0,2.0,1.0,,2.0,2.0,4.0,2.0,4.0,4.0,5.0,,1.0,,2.0,2.0,2.0,,,1.0,1.0,,,,1.0,,3.0,5.0,,5.0,
249,5.0,,,4.0,3.0,,,,4.0,5.0,,3.0,,,5.0,,,3.0,,,,5.0,2.0,5.0,4.0,2.0,5.0,2.0,,3.0,4.0,,3.0,,2.0,2.0,,1.0,,,3.0,5.0,,,,,4.0,3.0,2.0,5.0,,,,2.0,,5.0,1.0,1.0,,,2.0,2.0,,2.0,1.0,,,,,3.0,3.0,,,,,3.0,5.0,3.0,,4.0,4.0,1.0,,,3.0,,4.0,,,,,,,,,,,,5.0,
250,3.0,,2.0,,,,3.0,,,,5.0,5.0,,,2.0,,,,,2.0,1.0,1.0,,3.0,,3.0,,,,3.0,1.0,2.0,2.0,3.0,,,,,5.0,3.0,,3.0,5.0,1.0,2.0,1.0,,2.0,,1.0,4.0,1.0,1.0,4.0,5.0,,,,,,,,3.0,5.0,,,,5.0,,4.0,,1.0,1.0,3.0,4.0,,3.0,,,4.0,4.0,,1.0,5.0,,,,5.0,3.0,,4.0,,,3.0,3.0,,,,,4.0
251,,,5.0,4.0,5.0,,3.0,1.0,4.0,,1.0,4.0,,4.0,1.0,1.0,2.0,4.0,,,,5.0,3.0,,4.0,,1.0,,,,3.0,3.0,,3.0,1.0,2.0,,,,2.0,,4.0,,,3.0,3.0,4.0,1.0,2.0,,1.0,5.0,,5.0,3.0,2.0,1.0,,1.0,2.0,4.0,1.0,3.0,5.0,1.0,2.0,,,,2.0,3.0,,3.0,,,,1.0,,,2.0,3.0,2.0,,2.0,2.0,,4.0,,,,3.0,4.0,,3.0,1.0,,,5.0,3.0,
252,,1.0,4.0,,2.0,,,,,1.0,,3.0,,3.0,4.0,5.0,3.0,3.0,,,4.0,,2.0,1.0,4.0,3.0,,5.0,,,,4.0,,,3.0,,3.0,,3.0,,2.0,5.0,,,,4.0,,,,5.0,,1.0,,2.0,,,,2.0,2.0,,,2.0,,,1.0,2.0,,4.0,2.0,,4.0,1.0,1.0,2.0,2.0,4.0,,1.0,,,4.0,,,5.0,,3.0,,2.0,1.0,,1.0,5.0,2.0,5.0,2.0,3.0,3.0,5.0,4.0,
253,,4.0,,1.0,,,2.0,2.0,5.0,5.0,3.0,3.0,2.0,,,,,4.0,1.0,,,,,,2.0,,5.0,,,,3.0,,5.0,,,,,,1.0,2.0,5.0,2.0,3.0,,1.0,3.0,,,5.0,1.0,5.0,2.0,,,3.0,,,,1.0,,2.0,,1.0,1.0,,,,2.0,1.0,2.0,1.0,,,,4.0,3.0,1.0,1.0,5.0,4.0,1.0,2.0,,,3.0,1.0,,,4.0,1.0,4.0,,5.0,5.0,,,2.0,5.0,1.0,
254,,3.0,1.0,4.0,5.0,1.0,2.0,3.0,,2.0,,5.0,2.0,,5.0,1.0,,,2.0,,3.0,,,1.0,,,5.0,,2.0,,3.0,4.0,,,,,4.0,,3.0,,,4.0,,1.0,,2.0,2.0,,,,3.0,,1.0,1.0,,3.0,,,4.0,5.0,,,3.0,4.0,3.0,1.0,,,1.0,4.0,1.0,,1.0,,2.0,,,1.0,3.0,2.0,5.0,5.0,4.0,,,,4.0,,1.0,,5.0,,,1.0,,2.0,,3.0,3.0,3.0
255,,3.0,,1.0,3.0,2.0,3.0,,5.0,,,,,5.0,,1.0,,5.0,,,,,1.0,4.0,,3.0,,,,,4.0,,,1.0,5.0,5.0,,3.0,5.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,,,5.0,5.0,3.0,5.0,,3.0,1.0,,,5.0,,3.0,,4.0,,,3.0,2.0,2.0,2.0,1.0,3.0,2.0,,,,3.0,,4.0,4.0,,,3.0,2.0,,4.0,,,,,,2.0,,4.0,4.0,5.0,,,3.0,,,1.0
256,,4.0,3.0,,4.0,,3.0,,,,4.0,,5.0,,,3.0,,,,5.0,2.0,,4.0,,,,,,2.0,,,,,,,5.0,4.0,1.0,3.0,,,,2.0,,1.0,,,2.0,3.0,4.0,1.0,,2.0,4.0,3.0,4.0,,,,5.0,3.0,,,3.0,2.0,,,,,5.0,5.0,,,,,4.0,1.0,,5.0,,4.0,,,5.0,1.0,2.0,,1.0,5.0,3.0,5.0,,1.0,5.0,,,,3.0,2.0,5.0
257,4.0,,2.0,3.0,,3.0,,,,5.0,3.0,2.0,,3.0,,2.0,2.0,4.0,,5.0,3.0,5.0,,,,4.0,2.0,1.0,,3.0,2.0,,3.0,2.0,,,2.0,2.0,,,,4.0,4.0,5.0,,,2.0,,,,4.0,,,,3.0,,1.0,1.0,5.0,3.0,5.0,,1.0,,1.0,1.0,,4.0,4.0,,4.0,2.0,1.0,1.0,4.0,,5.0,5.0,,,,3.0,5.0,1.0,2.0,,,3.0,2.0,,,3.0,,2.0,,1.0,1.0,3.0,,
258,,3.0,,5.0,,,,,,5.0,2.0,3.0,,,,4.0,,4.0,5.0,,,4.0,2.0,,2.0,3.0,5.0,,1.0,,,1.0,4.0,4.0,2.0,,4.0,4.0,3.0,3.0,,2.0,,4.0,,,,4.0,4.0,1.0,1.0,,,3.0,,,,1.0,4.0,,3.0,,,,,,,,2.0,,,,,3.0,,,1.0,,,,,,,2.0,,,,,4.0,,5.0,3.0,5.0,5.0,,3.0,3.0,,1.0,
259,3.0,,,,4.0,1.0,5.0,,5.0,,2.0,3.0,,2.0,2.0,,,,,5.0,1.0,4.0,,,4.0,5.0,,5.0,5.0,,,,,2.0,,,4.0,3.0,,1.0,4.0,,2.0,2.0,,5.0,,1.0,5.0,5.0,,,2.0,5.0,,2.0,,,,4.0,5.0,3.0,,2.0,,4.0,,4.0,,,5.0,1.0,3.0,2.0,2.0,,,3.0,,5.0,4.0,1.0,3.0,,,,5.0,,,,3.0,,5.0,1.0,1.0,,4.0,,,4.0
260,,1.0,2.0,5.0,,5.0,,,5.0,,,5.0,,,,,,,5.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,,4.0,,5.0,4.0,,,3.0,3.0,,,,,3.0,,4.0,2.0,,2.0,,,,,,5.0,,5.0,,2.0,,1.0,3.0,,1.0,1.0,,,3.0,3.0,2.0,,1.0,5.0,,,,3.0,,5.0,,,,5.0,,1.0,3.0,2.0,3.0,1.0,,,,,,4.0,,2.0,1.0,5.0,,2.0,4.0,3.0,
261,,,4.0,,2.0,5.0,,1.0,,,3.0,,3.0,,5.0,4.0,,,,1.0,,4.0,5.0,,,,,5.0,,1.0,,5.0,1.0,4.0,5.0,,3.0,,,,,4.0,,1.0,5.0,,,2.0,,3.0,2.0,3.0,5.0,,,,1.0,3.0,4.0,,2.0,,4.0,1.0,3.0,,,3.0,2.0,1.0,,2.0,1.0,,4.0,5.0,,4.0,2.0,5.0,5.0,2.0,1.0,,3.0,3.0,,1.0,5.0,,2.0,,3.0,,1.0,1.0,,4.0,,
262,2.0,3.0,2.0,2.0,1.0,,,3.0,5.0,5.0,2.0,,3.0,,2.0,,,1.0,2.0,4.0,,,4.0,5.0,,1.0,,,5.0,3.0,5.0,5.0,2.0,,,,3.0,,4.0,4.0,3.0,4.0,,,2.0,,5.0,,3.0,,,2.0,3.0,,,3.0,5.0,5.0,5.0,,,2.0,,5.0,2.0,,,4.0,4.0,,,2.0,,,,5.0,3.0,3.0,,,,,4.0,,,,,1.0,,1.0,,5.0,3.0,1.0,,1.0,,4.0,,
263,3.0,5.0,,,,,,4.0,5.0,,1.0,,2.0,,,,2.0,3.0,4.0,,5.0,4.0,,3.0,,1.0,,1.0,2.0,5.0,4.0,,,,,,3.0,4.0,,1.0,5.0,2.0,3.0,4.0,,1.0,,4.0,1.0,2.0,,1.0,,3.0,2.0,4.0,1.0,5.0,5.0,2.0,4.0,,,2.0,5.0,,1.0,1.0,2.0,,1.0,2.0,,4.0,,,4.0,1.0,,,,,,,,4.0,3.0,,1.0,4.0,2.0,3.0,1.0,,,4.0,,,2.0,
264,,3.0,1.0,4.0,,4.0,,2.0,,,,2.0,4.0,4.0,5.0,5.0,,,4.0,2.0,,1.0,2.0,3.0,5.0,,4.0,2.0,,3.0,,2.0,4.0,,1.0,,5.0,,1.0,5.0,1.0,,5.0,5.0,,,,1.0,3.0,,3.0,,,,3.0,5.0,4.0,2.0,5.0,4.0,,5.0,4.0,3.0,,,,1.0,,4.0,,2.0,,2.0,,,,2.0,,,,,3.0,2.0,2.0,,,,,5.0,5.0,,,,,1.0,,5.0,4.0,3.0
265,2.0,,,3.0,,1.0,4.0,,5.0,5.0,,,3.0,,,,,,1.0,,,3.0,,3.0,,2.0,,,,3.0,,,,,1.0,2.0,,,,4.0,4.0,,3.0,,3.0,2.0,,2.0,,1.0,2.0,4.0,,3.0,,,1.0,1.0,,4.0,4.0,1.0,,2.0,5.0,,,,4.0,,5.0,,5.0,3.0,1.0,5.0,,5.0,4.0,3.0,4.0,3.0,,,3.0,3.0,1.0,,4.0,,,5.0,,2.0,,3.0,4.0,,2.0,
266,,2.0,5.0,,5.0,,5.0,2.0,,,3.0,,2.0,2.0,,,5.0,5.0,,,4.0,,,1.0,,3.0,,5.0,,2.0,,5.0,,,5.0,5.0,,,3.0,,,1.0,,5.0,,,,5.0,3.0,,,,2.0,,,,5.0,,4.0,5.0,,,2.0,3.0,2.0,5.0,5.0,1.0,,3.0,4.0,,,4.0,5.0,3.0,4.0,,,,4.0,4.0,,,,5.0,2.0,1.0,,,,,2.0,,,,,4.0,,
267,,,,4.0,,4.0,,,,4.0,,,,,1.0,1.0,3.0,1.0,1.0,3.0,5.0,,,,,,,,2.0,,,2.0,,1.0,3.0,,3.0,,5.0,2.0,3.0,,2.0,,2.0,,4.0,,5.0,4.0,,4.0,4.0,,,3.0,4.0,,1.0,1.0,1.0,4.0,3.0,2.0,,,,3.0,2.0,,,5.0,1.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,5.0,1.0,,2.0,4.0
268,,,5.0,,1.0,,5.0,3.0,5.0,,,3.0,,,4.0,,,1.0,5.0,2.0,,,,1.0,,5.0,,,4.0,2.0,,4.0,,5.0,,,,3.0,2.0,,,,,,4.0,1.0,,2.0,5.0,,,1.0,,3.0,,1.0,,4.0,2.0,4.0,2.0,,,,1.0,,,,,,1.0,,,2.0,,,,2.0,,,,4.0,4.0,,,,,,4.0,,3.0,,5.0,,3.0,,,1.0,2.0,1.0
269,,5.0,,4.0,2.0,2.0,3.0,,2.0,1.0,5.0,,,1.0,,,3.0,,2.0,,3.0,,3.0,3.0,,3.0,,5.0,,,,,5.0,,4.0,5.0,1.0,,2.0,,,4.0,,4.0,,,2.0,,1.0,3.0,,,,,,,,,,1.0,,5.0,1.0,2.0,,5.0,,,,3.0,,3.0,,2.0,5.0,,3.0,,3.0,4.0,,,,1.0,,3.0,5.0,,,,,4.0,5.0,2.0,,,,,4.0,
270,,1.0,,4.0,1.0,2.0,4.0,3.0,5.0,,,,3.0,1.0,,,2.0,,,3.0,4.0,4.0,,,,4.0,3.0,3.0,,,,5.0,4.0,,,,,,,4.0,,3.0,1.0,,5.0,,2.0,,3.0,,5.0,,,1.0,3.0,,4.0,1.0,1.0,,,1.0,3.0,4.0,,,,3.0,5.0,4.0,5.0,,5.0,1.0,,4.0,2.0,1.0,3.0,,,,,5.0,,,2.0,,1.0,,2.0,,,5.0,5.0,3.0,5.0,,,
